Ref1	Ref2	Test1	Test2	Asc_min	Asc_max	Nr_sites	f	std	Z
SE	IBS	EAS001	6DT21	13	186	33137	-9.67903069076867e-05	0.000212961408279777	-0.454496932986699
SE	IBS	EAS001	6DT21	14	185	32663	-0.000100549147353274	0.000216562577863203	-0.464296040180997
SE	IBS	EAS001	6DT21	15	184	32179	-9.87654091177471e-05	0.000221056728966499	-0.446787616823531
SE	IBS	EAS001	6DT21	16	183	31712	-9.44952762361241e-05	0.000221272799689374	-0.427053286119115
SE	IBS	EAS001	6DT21	17	182	31213	-0.000103275923493416	0.000224732596917532	-0.459550260665186
SE	IBS	EAS001	6DT21	18	181	30772	-0.000109375776680099	0.000233128959294075	-0.469164264325178
SE	IBS	EAS001	6DT21	19	180	30301	-9.74946701428995e-05	0.000235481511490107	-0.414022610632832
SE	IBS	EAS001	6DT22	0	199	36709	0.000261676413958429	0.000213706469519523	1.22446650560817
SE	IBS	EAS001	6DT22	1	198	36012	0.00026677738448295	0.000217768577024824	1.22504995040005
SE	IBS	EAS001	6DT22	2	197	35565	0.000269817687333052	0.000220492525208134	1.223704463806
SE	IBS	EAS001	6DT22	3	196	35174	0.000274227598225962	0.0002231054374874	1.22913901747217
SE	IBS	EAS001	6DT22	4	195	34746	0.00027673073619985	0.000225697349212425	1.22611425063479
SE	IBS	EAS001	6DT22	5	194	34364	0.000281449997089978	0.000228446131996045	1.23201909627802
SE	IBS	EAS001	6DT22	6	193	33947	0.00028385408725366	0.000229804446569702	1.23519841104364
SE	IBS	EAS001	6DT22	7	192	33536	0.000288520988788168	0.000230954761858226	1.24925325837308
SE	IBS	EAS001	6DT22	8	191	33100	0.000293037213897281	0.000234621349311222	1.24897932245957
SE	IBS	EAS001	6DT22	9	190	32705	0.000302806650359272	0.000237128947943459	1.27697041202862
SE	IBS	EAS001	6DT22	10	189	32267	0.000311802872904206	0.000239068179736901	1.30424246860184
SE	IBS	EAS001	6DT22	11	188	31836	0.000320797443146124	0.000242508283479991	1.32283086805401
SE	IBS	EAS001	6DT22	12	187	31410	0.000323509888570519	0.00024500036955875	1.32044653301204
SE	IBS	EAS001	6DT22	13	186	30972	0.000326430734211546	0.000248025347389885	1.31611844372668
SE	IBS	EAS001	6DT22	14	185	30534	0.000331115811881837	0.000253672117260277	1.30529052801692
SE	IBS	EAS001	6DT22	15	184	30082	0.000346173189947476	0.000256846075438714	1.34778461908045
SE	IBS	EAS001	6DT22	16	183	29614	0.000372918369690011	0.000261865963836958	1.42408109945207
SE	IBS	EAS001	6DT22	17	182	29146	0.000389214825361971	0.000260008564358627	1.49693078888405
SE	IBS	EAS001	6DT22	18	181	28675	0.0003990761255449	0.000268135720103393	1.48833629995667
SE	IBS	EAS001	6DT22	19	180	28259	0.000403293269400899	0.000274448091412202	1.46947011846834
SE	IBS	EAS001	6DT23	0	199	10672	0.000118023905547226	0.000273463722764569	0.431588893598277
SE	IBS	EAS001	6DT23	1	198	10441	0.000120635103917249	0.000279368787706956	0.431813105921444
SE	IBS	EAS001	6DT23	2	197	10298	0.000122564235773936	0.000283130320853342	0.432889827569627
SE	IBS	EAS001	6DT23	3	196	10185	0.000121552547864507	0.000285198859774845	0.426202783420904
SE	IBS	EAS001	6DT23	4	195	10056	0.000119690153142402	0.000286100431386072	0.418350131674177
SE	IBS	EAS001	6DT23	5	194	9941	0.000118285222814606	0.000288590854410327	0.409871695540372
SE	IBS	EAS001	6DT23	6	193	9824	0.000123702972312704	0.000292743354895627	0.422564578303778
SE	IBS	EAS001	6DT23	7	192	9703	0.000116564691332577	0.000296348973550733	0.393335903735201
SE	IBS	EAS001	6DT23	8	191	9570	0.000121094221525601	0.000303466798681326	0.399036145146024
SE	IBS	EAS001	6DT23	9	190	9443	0.000119171110875781	0.000306174938148459	0.389225557115967
SE	IBS	EAS001	6DT23	10	189	9311	0.000120014090860272	0.000310410019658564	0.386630853579667
SE	IBS	EAS001	6DT23	11	188	9174	0.000120577937649881	0.000314017268286799	0.383985053776578
SE	IBS	EAS001	6DT23	12	187	9060	0.000127838951434879	0.000317453270376736	0.402701636316951
SE	IBS	EAS001	6DT23	13	186	8955	0.000140034673366834	0.000317909195430126	0.440486388502758
SE	IBS	EAS001	6DT23	14	185	8830	0.00015480194790487	0.000325526520380899	0.475543275932589
SE	IBS	EAS001	6DT23	15	184	8723	0.000178325197753067	0.000324262033689986	0.549941649732439
SE	IBS	EAS001	6DT23	16	183	8576	0.000155616884328358	0.000325695108179008	0.477799268151207
SE	IBS	EAS001	6DT23	17	182	8471	0.000160360217211664	0.000332363719402166	0.482484121612641
SE	IBS	EAS001	6DT23	18	181	8314	0.000127784520086601	0.000337480348707275	0.378642847134899
SE	IBS	EAS001	6DT23	19	180	8182	0.00010780468100709	0.000350813629886041	0.30729900956844
SE	IBS	ELY005	12880A	0	199	86244	0.000251698638166133	0.000175341913486917	1.43547331702248
SE	IBS	ELY005	12880A	1	198	84519	0.000257086905192915	0.000179083820855749	1.43556745642588
SE	IBS	ELY005	12880A	2	197	83347	0.000260429855663671	0.000181329639505062	1.4362233133784
SE	IBS	ELY005	12880A	3	196	82340	0.00026427240259898	0.00018304073510941	1.44379010738246
SE	IBS	ELY005	12880A	4	195	81327	0.000269852656928203	0.000185244265442975	1.45673959883673
SE	IBS	ELY005	12880A	5	194	80385	0.000273637658767182	0.000188008919208962	1.45545041117464
SE	IBS	ELY005	12880A	6	193	79430	0.000276669008812792	0.000189979046966898	1.45631327891122
SE	IBS	ELY005	12880A	7	192	78496	0.000278457683576233	0.000192808930372595	1.44421569601639
SE	IBS	ELY005	12880A	8	191	77502	0.000280287050656757	0.000195531517262411	1.43346226010511
SE	IBS	ELY005	12880A	9	190	76610	0.000276579748335726	0.000197809393074074	1.39821342170619
SE	IBS	ELY005	12880A	10	189	75616	0.000279613839928057	0.000200390450331746	1.3953451347864
SE	IBS	ELY005	12880A	11	188	74529	0.000287295545626534	0.000203403199606041	1.41244359077428
SE	IBS	ELY005	12880A	12	187	73512	0.000288964813907934	0.00020667196815803	1.39818097482374
