Ref1	Ref2	Test1	Test2	Asc_min	Asc_max	Nr_sites	f	std	Z
FIN	IBS	EAS001	6DT18	18	181	25745	-4.27367721887746e-05	0.000381686369640222	-0.111968295407191
FIN	IBS	EAS001	6DT18	19	180	25342	-4.5764809407307e-05	0.000388897791273867	-0.117678244603552
FIN	IBS	EAS001	6DT21	0	199	38497	-0.000246561033846794	0.000302848152073546	-0.814140790223204
FIN	IBS	EAS001	6DT21	1	198	38335	-0.000247743746706665	0.00030419804052853	-0.81441598465336
FIN	IBS	EAS001	6DT21	2	197	38007	-0.000250142507695951	0.000306828375322444	-0.815252198995866
FIN	IBS	EAS001	6DT21	3	196	37647	-0.000252310365500571	0.000309663003117242	-0.814790152393645
FIN	IBS	EAS001	6DT21	4	195	37227	-0.000261155626024123	0.000312943203778954	-0.834514451410132
FIN	IBS	EAS001	6DT21	5	194	36824	-0.000266134607321312	0.000316792040756515	-0.840092467871888
FIN	IBS	EAS001	6DT21	6	193	36398	-0.000273252481455024	0.000320745329804827	-0.851929727616917
FIN	IBS	EAS001	6DT21	7	192	35932	-0.000281042371702104	0.000324052462080892	-0.867274298418841
FIN	IBS	EAS001	6DT21	8	191	35475	-0.000289002310923185	0.000328840449551261	-0.878852681650205
FIN	IBS	EAS001	6DT21	9	190	34998	-0.000299008623349906	0.000331470837901235	-0.902066152314124
FIN	IBS	EAS001	6DT21	10	189	34531	-0.000303859401697027	0.000335528910058203	-0.905613175461745
FIN	IBS	EAS001	6DT21	11	188	34025	-0.00031688389125643	0.000339318004114757	-0.933884696401964
FIN	IBS	EAS001	6DT21	12	187	33603	-0.000314676275927745	0.000343452512608528	-0.91621480226705
FIN	IBS	EAS001	6DT21	13	186	33140	-0.000315909746529873	0.000350622524411564	-0.900996725923563
FIN	IBS	EAS001	6DT21	14	185	32666	-0.000314994006000122	0.000353688811136495	-0.890596468087198
FIN	IBS	EAS001	6DT21	15	184	32182	-0.000305941896090983	0.000359331029740012	-0.851420753482778
FIN	IBS	EAS001	6DT21	16	183	31715	-0.000292093838877502	0.000362381318929883	-0.806040001565366
FIN	IBS	EAS001	6DT21	17	182	31216	-0.000296332499359302	0.000366668683930093	-0.808175097428826
FIN	IBS	EAS001	6DT21	18	181	30775	-0.000289685238017873	0.000378887136741271	-0.764568680028028
FIN	IBS	EAS001	6DT21	19	180	30304	-0.000274086183342133	0.000380389306322348	-0.720541242318384
FIN	IBS	EAS001	6DT22	0	199	35849	0.000167275708109013	0.000278763783837253	0.600062554060722
FIN	IBS	EAS001	6DT22	1	198	35693	0.000167855614546269	0.000279850749088045	0.59980405660254
FIN	IBS	EAS001	6DT22	2	197	35396	0.00016898786840321	0.000282332081191924	0.598542920414117
FIN	IBS	EAS001	6DT22	3	196	35085	0.00016913509134958	0.000285122484904979	0.593201519711596
FIN	IBS	EAS001	6DT22	4	195	34702	0.000171052690334851	0.000288257077247992	0.593403263392185
FIN	IBS	EAS001	6DT22	5	194	34345	0.000174099132916	0.000291577735203936	0.597093371324222
FIN	IBS	EAS001	6DT22	6	193	33934	0.000174032259091177	0.000294342882621552	0.591256895839188
FIN	IBS	EAS001	6DT22	7	192	33530	0.000180603327169698	0.000296472980880088	0.609172972975725
FIN	IBS	EAS001	6DT22	8	191	33096	0.000177854747401499	0.000300148822936274	0.592555205319795
FIN	IBS	EAS001	6DT22	9	190	32703	0.000177186869706143	0.000303737840934153	0.583354609887264
FIN	IBS	EAS001	6DT22	10	189	32265	0.000181762807996281	0.000307698372967742	0.590717481679164
FIN	IBS	EAS001	6DT22	11	188	31837	0.000187536919307723	0.000312002597646078	0.601074865153708
FIN	IBS	EAS001	6DT22	12	187	31411	0.000194703253637261	0.000316333863329763	0.615499243703454
FIN	IBS	EAS001	6DT22	13	186	30974	0.00019623055788726	0.000319982159298771	0.613254683690153
FIN	IBS	EAS001	6DT22	14	185	30537	0.000216861433670629	0.000324200696492466	0.668911066561106
FIN	IBS	EAS001	6DT22	15	184	30085	0.000229764696692705	0.00032624876579454	0.704262270948797
FIN	IBS	EAS001	6DT22	16	183	29617	0.000261690306243036	0.000328017514239267	0.797793699674678
FIN	IBS	EAS001	6DT22	17	182	29149	0.000262431953068716	0.000325132627431076	0.807153545746028
FIN	IBS	EAS001	6DT22	18	181	28678	0.000272408365297441	0.000331554427324638	0.82160979569944
FIN	IBS	EAS001	6DT22	19	180	28262	0.000283167518222349	0.000340113676006245	0.832567280291163
FIN	IBS	EAS001	6DT23	0	199	10381	-0.000123071257104325	0.00047761911203549	-0.257676575335998
FIN	IBS	EAS001	6DT23	1	198	10331	-0.000123666897686575	0.000479542002302915	-0.257885434628639
FIN	IBS	EAS001	6DT23	2	197	10254	-0.000124595545153111	0.000482900116312623	-0.258015148359273
FIN	IBS	EAS001	6DT23	3	196	10161	-0.000125735923629564	0.00048703888182573	-0.25816403642811
FIN	IBS	EAS001	6DT23	4	195	10045	-0.000130147524141365	0.000490636978678431	-0.265262362596328
FIN	IBS	EAS001	6DT23	5	194	9937	-0.000128876351011372	0.000495905821409236	-0.259880698002573
FIN	IBS	EAS001	6DT23	6	193	9824	-0.000129320052931595	0.000503881997357757	-0.25664749606003
FIN	IBS	EAS001	6DT23	7	192	9704	-0.000138290076257213	0.000509515970965603	-0.271414605503208
FIN	IBS	EAS001	6DT23	8	191	9571	-0.000128976261623655	0.000518272240317408	-0.248858132059448
FIN	IBS	EAS001	6DT23	9	190	9444	-0.000130824968233799	0.000525206293836109	-0.249092537102426
FIN	IBS	EAS001	6DT23	10	189	9312	-0.000128910320017183	0.000533420174058259	-0.241667500193016
FIN	IBS	EAS001	6DT23	11	188	9175	-0.000138887662125341	0.000540029209951159	-0.257185462501005
FIN	IBS	EAS001	6DT23	12	187	9061	-0.000142486712283412	0.000548984403970204	-0.259546011239958
FIN	IBS	EAS001	6DT23	13	186	8956	-0.000127307994640464	0.000554854174036761	-0.229444060435291
FIN	IBS	EAS001	6DT23	14	185	8831	-0.000142031502661081	0.000566110938876868	-0.250889874947238
FIN	IBS	EAS001	6DT23	15	184	8724	-0.000119176937184777	0.000568278565679368	-0.209715699979469
FIN	IBS	EAS001	6DT23	16	183	8577	-0.00014563121137927	0.000579539635514568	-0.251287750578035
FIN	IBS	EAS001	6DT23	17	182	8472	-0.000132344310670443	0.0005879660396408	-0.225088358421679
FIN	IBS	EAS001	6DT23	18	181	8315	-0.000155710607336139	0.000592902946840191	-0.262624107648614
FIN	IBS	EAS001	6DT23	19	180	8183	-0.000162563081999266	0.000606659346450518	-0.267964357510357
FIN	IBS	ELY005	12880A	0	199	84006	0.000489826437873486	0.000215880674475016	2.26896844316731
FIN	IBS	ELY005	12880A	1	198	83659	0.000491912084533643	0.000216755857982217	2.2694292514761
FIN	IBS	ELY005	12880A	2	197	82925	0.000496410528791076	0.000218595257739837	2.27091170194499
FIN	IBS	ELY005	12880A	3	196	82122	0.000500380377365384	0.000220619479265567	2.26806979615367
FIN	IBS	ELY005	12880A	4	195	81209	0.000510095721779605	0.000222978004254532	2.28765040518223
FIN	IBS	ELY005	12880A	5	194	80317	0.000515459506953696	0.000226003258750009	2.28076139169243
FIN	IBS	ELY005	12880A	6	193	79392	0.000522117366359331	0.000227956700586406	2.29042342258952
FIN	IBS	ELY005	12880A	7	192	78467	0.000524959814061962	0.000231176845256254	2.27081485379757
FIN	IBS	ELY005	12880A	8	191	77483	0.000530232365034911	0.000233697964221279	2.26887883598702
FIN	IBS	ELY005	12880A	9	190	76599	0.000532377798665779	0.000235168954750112	2.26380986058078
FIN	IBS	ELY005	12880A	10	189	75609	0.000544077439987303	0.000238841401824982	2.27798629479655
FIN	IBS	ELY005	12880A	11	188	74527	0.000556993278409167	0.000243504977382131	2.28739997184977
FIN	IBS	ELY005	12880A	12	187	73512	0.000553110783817608	0.000246154619703454	2.24700549794251
FIN	IBS	ELY005	12880A	13	186	72444	0.000558321684335486	0.00024848615637639	2.24689251295665
FIN	IBS	ELY005	12880A	14	185	71363	0.000569376274820284	0.000250999569811562	2.26843526165301
FIN	IBS	ELY005	12880A	15	184	70305	0.000587142597254818	0.000256568415841745	2.28844456683622
FIN	IBS	ELY005	12880A	16	183	69289	0.000573099924952013	0.00026092532097815	2.19641360525529
FIN	IBS	ELY005	12880A	17	182	68249	0.00057771883397559	0.000265751831599568	2.1739034892
FIN	IBS	ELY005	12880A	18	181	67212	0.000587035883473189	0.000271937289501498	2.15871785936131
FIN	IBS	ELY005	12880A	19	180	66164	0.000584110969711625	0.000278189860968711	2.09968460991942
FIN	IBS	ELY005	12884A	0	199	417287	0.000295806688394318	0.000232235567179871	1.27373550910576
